IND003[DtOperacao],IND003[CodigoEmpresa],IND003[Estabelecimento],IND003[KmRodado],IND003[Ônibus],IND003[LinhaCodigo],IND003[OIDBem],IND003[DtFabricacao],IND003[DESCRICAO.1],IND003[LinhaDescricao],IND003[CentroCusto],IND003[AnoFabricação],IND003[Meses Rodando],IND003[NomeEmpresa]
2025-01-21,2,2,240,31261,F13,A96D39767527,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-15,2,2,240,31261,F13,A96D39767527,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-24,2,2,239,31261,F13,A96D39767527,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-13,2,2,342,31261,F13,A96D39767527,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-09,2,2,241,31261,F13,A96D39767527,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-16,2,2,241,31261,F13,A96D39767527,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-06,2,2,172,31269,F13,F128BD70A39E,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-16,2,2,175,31269,F13,F128BD70A39E,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-23,2,2,87,31269,F13,F128BD70A39E,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-18,2,2,37,31269,F13,F128BD70A39E,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-27,2,2,124,31269,F13,F128BD70A39E,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-24,2,2,53,31269,F13,F128BD70A39E,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-07,2,2,175,31269,F13,F128BD70A39E,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-03,2,2,401,31270,F13,148ED3832BE7,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-02,2,2,122,31252,F13,4D3253744A27,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-09,2,2,123,31252,F13,4D3253744A27,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-27,2,2,172,31252,F13,4D3253744A27,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-29,2,2,174,31267,F13,0627C6B1E1B0,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-21,2,2,176,31267,F13,0627C6B1E1B0,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-03,2,2,174,31267,F13,0627C6B1E1B0,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-21,2,2,122,31266,F13,24B6EF640108,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-07,2,2,122,31266,F13,24B6EF640108,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-29,2,2,334,31266,F13,24B6EF640108,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-17,2,2,121,31266,F13,24B6EF640108,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-24,2,2,121,31266,F13,24B6EF640108,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-20,2,2,71,31266,F13,24B6EF640108,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-27,2,2,398,31266,F13,24B6EF640108,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-30,2,2,172,31268,F13,79BC092B18D4,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-09,2,2,174,31268,F13,79BC092B18D4,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-11,2,2,279,31265,F13,3025E118F383,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-16,2,2,122,31250,F13,ADAC5D538A8D,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-02,2,2,340,31271,F13,1D6F6A98B5FA,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-28,2,2,174,31262,F13,C58032039C54,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-17,2,2,334,31265,F13,3025E118F383,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-21,2,2,333,31265,F13,3025E118F383,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-23,2,2,239,31262,F13,C58032039C54,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-31,2,2,173,31250,F13,ADAC5D538A8D,2014-10-20,CB Frota,ESTADOS,Comum,2014,135,Nobel
2025-01-18,2,2,49,31263,F14,99C8A38951DA,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-04,2,2,429,31270,F14,148ED3832BE7,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-20,2,2,416,31271,F14,1D6F6A98B5FA,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-02,2,2,62,31267,F14,0627C6B1E1B0,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-30,2,2,48,31267,F14,0627C6B1E1B0,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-22,2,2,415,31262,F14,C58032039C54,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-23,2,2,409,31270,F14,148ED3832BE7,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-10,2,2,48,31267,F14,0627C6B1E1B0,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-27,2,2,47,31264,F14,558531343F76,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-02,2,2,42,31269,F14,F128BD70A39E,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-30,2,2,416,31269,F14,F128BD70A39E,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-09,2,2,415,31269,F14,F128BD70A39E,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-31,2,2,64,31269,F14,F128BD70A39E,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-21,2,2,261,31250,F14,ADAC5D538A8D,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-08,2,2,201,31250,F14,ADAC5D538A8D,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-23,2,2,64,31250,F14,ADAC5D538A8D,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-10,2,2,64,31250,F14,ADAC5D538A8D,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-07,2,2,63,31250,F14,ADAC5D538A8D,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-15,2,2,63,31250,F14,ADAC5D538A8D,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-14,2,2,63,31250,F14,ADAC5D538A8D,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-09,2,2,63,31250,F14,ADAC5D538A8D,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-27,2,2,63,31250,F14,ADAC5D538A8D,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-13,2,2,63,31250,F14,ADAC5D538A8D,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-20,2,2,63,31263,F14,99C8A38951DA,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-17,2,2,63,31252,F14,4D3253744A27,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-28,2,2,63,31264,F14,558531343F76,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-16,2,2,63,31266,F14,24B6EF640108,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-02,2,2,238,31254,F14,7ABDD91CE030,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-08,2,2,238,31254,F14,7ABDD91CE030,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-24,2,2,238,31254,F14,7ABDD91CE030,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-22,2,2,238,31254,F14,7ABDD91CE030,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-21,2,2,238,31254,F14,7ABDD91CE030,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-15,2,2,238,31254,F14,7ABDD91CE030,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-29,2,2,238,31254,F14,7ABDD91CE030,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-06,2,2,189,31254,F14,7ABDD91CE030,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-23,2,2,143,31254,F14,7ABDD91CE030,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-10,2,2,239,31254,F14,7ABDD91CE030,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-13,2,2,239,31254,F14,7ABDD91CE030,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-20,2,2,239,31254,F14,7ABDD91CE030,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-27,2,2,191,31254,F14,7ABDD91CE030,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-31,2,2,239,31254,F14,7ABDD91CE030,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-03,2,2,48,31254,F14,7ABDD91CE030,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-16,2,2,237,31254,F14,7ABDD91CE030,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-17,2,2,237,31254,F14,7ABDD91CE030,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-14,2,2,94,31254,F14,7ABDD91CE030,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-28,2,2,411,31268,F14,79BC092B18D4,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-15,2,2,412,31268,F14,79BC092B18D4,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-24,2,2,411,31268,F14,79BC092B18D4,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-14,2,2,411,31268,F14,79BC092B18D4,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-07,2,2,411,31268,F14,79BC092B18D4,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-08,2,2,108,31268,F14,79BC092B18D4,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-03,2,2,412,31268,F14,79BC092B18D4,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-13,2,2,418,31268,F14,79BC092B18D4,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-31,2,2,412,31268,F14,79BC092B18D4,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-27,2,2,411,31268,F14,79BC092B18D4,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-06,2,2,410,31268,F14,79BC092B18D4,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-10,2,2,411,31268,F14,79BC092B18D4,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-29,2,2,275,31268,F14,79BC092B18D4,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-17,2,2,411,31268,F14,79BC092B18D4,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-21,2,2,63,31268,F14,79BC092B18D4,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-02,2,2,412,31268,F14,79BC092B18D4,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-16,2,2,414,31268,F14,79BC092B18D4,2014-10-20,CB Frota,SANTA MARIA,Comum,2014,135,Nobel
2025-01-15,2,2,533,31267,F25,0627C6B1E1B0,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-19,2,2,478,31267,F25,0627C6B1E1B0,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-28,2,2,538,31267,F25,0627C6B1E1B0,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-11,2,2,217,31267,F25,0627C6B1E1B0,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-25,2,2,481,31267,F25,0627C6B1E1B0,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-01,2,2,464,31267,F25,0627C6B1E1B0,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-08,2,2,530,31267,F25,0627C6B1E1B0,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-12,2,2,253,31267,F25,0627C6B1E1B0,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-14,2,2,532,31267,F25,0627C6B1E1B0,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-13,2,2,123,31267,F25,0627C6B1E1B0,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-07,2,2,476,31267,F25,0627C6B1E1B0,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-31,2,2,536,31267,F25,0627C6B1E1B0,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-04,2,2,480,31267,F25,0627C6B1E1B0,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-26,2,2,232,31267,F25,0627C6B1E1B0,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-05,2,2,480,31267,F25,0627C6B1E1B0,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-06,2,2,531,31267,F25,0627C6B1E1B0,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-22,2,2,538,31267,F25,0627C6B1E1B0,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-23,2,2,61,31267,F25,0627C6B1E1B0,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-24,2,2,537,31267,F25,0627C6B1E1B0,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-09,2,2,532,31267,F25,0627C6B1E1B0,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-16,2,2,533,31267,F25,0627C6B1E1B0,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-20,2,2,537,31267,F25,0627C6B1E1B0,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-27,2,2,538,31267,F25,0627C6B1E1B0,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-21,2,2,541,31269,F25,F128BD70A39E,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-30,2,2,225,31265,F25,3025E118F383,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-23,2,2,472,31252,F25,4D3253744A27,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-02,2,2,533,31270,F25,148ED3832BE7,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-03,2,2,537,31269,F25,F128BD70A39E,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-10,2,2,541,31269,F25,F128BD70A39E,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-29,2,2,541,31269,F25,F128BD70A39E,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-17,2,2,529,31270,F25,148ED3832BE7,2014-10-20,CB Frota,JARDIM VENEZA,Comum,2014,135,Nobel
2025-01-14,2,2,436,31269,F30,F128BD70A39E,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-20,2,2,158,31268,F30,79BC092B18D4,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-10,2,2,319,31266,F30,24B6EF640108,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-07,2,2,52,31254,F30,7ABDD91CE030,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-17,2,2,231,31269,F30,F128BD70A39E,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-20,2,2,437,31269,F30,F128BD70A39E,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-02,2,2,319,31266,F30,24B6EF640108,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-22,2,2,174,31269,F30,F128BD70A39E,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-30,2,2,98,31262,F30,C58032039C54,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-06,2,2,438,31252,F30,4D3253744A27,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-25,2,2,79,31252,F30,4D3253744A27,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-24,2,2,156,31252,F30,4D3253744A27,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-03,2,2,156,31252,F30,4D3253744A27,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-15,2,2,411,31252,F30,4D3253744A27,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-06,2,2,98,31270,F30,148ED3832BE7,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-08,2,2,155,31270,F30,148ED3832BE7,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-29,2,2,429,31270,F30,148ED3832BE7,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-28,2,2,159,31261,F30,A96D39767527,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-17,2,2,249,31261,F30,A96D39767527,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-16,2,2,158,31253,F30,2952136371A2,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-15,2,2,158,31253,F30,2952136371A2,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-08,2,2,158,31253,F30,2952136371A2,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-22,2,2,60,31253,F30,2952136371A2,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-07,2,2,156,31253,F30,2952136371A2,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-09,2,2,157,31253,F30,2952136371A2,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-10,2,2,158,31253,F30,2952136371A2,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-13,2,2,158,31253,F30,2952136371A2,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-14,2,2,157,31253,F30,2952136371A2,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-02,2,2,158,31253,F30,2952136371A2,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-03,2,2,156,31253,F30,2952136371A2,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-20,2,2,159,31253,F30,2952136371A2,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-21,2,2,157,31253,F30,2952136371A2,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-06,2,2,157,31253,F30,2952136371A2,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-17,2,2,158,31253,F30,2952136371A2,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-13,2,2,158,31271,F30,1D6F6A98B5FA,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-24,2,2,60,31271,F30,1D6F6A98B5FA,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-17,2,2,158,31271,F30,1D6F6A98B5FA,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-29,2,2,158,31271,F30,1D6F6A98B5FA,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-28,2,2,158,31271,F30,1D6F6A98B5FA,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-21,2,2,158,31271,F30,1D6F6A98B5FA,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-16,2,2,157,31271,F30,1D6F6A98B5FA,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-03,2,2,325,31271,F30,1D6F6A98B5FA,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-15,2,2,159,31271,F30,1D6F6A98B5FA,2014-10-20,CB Frota,GRALHA AZUL II,Comum,2014,135,Nobel
2025-01-10,2,2,370,31271,F15,1D6F6A98B5FA,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-08,2,2,175,31271,F15,1D6F6A98B5FA,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-18,2,2,338,31271,F15,1D6F6A98B5FA,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-07,2,2,367,31263,F15,99C8A38951DA,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-03,2,2,354,31263,F15,99C8A38951DA,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-10,2,2,172,31263,F15,99C8A38951DA,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-31,2,2,68,31263,F15,99C8A38951DA,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-02,2,2,354,31263,F15,99C8A38951DA,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-15,2,2,172,31270,F15,148ED3832BE7,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-21,2,2,172,31270,F15,148ED3832BE7,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-28,2,2,171,31270,F15,148ED3832BE7,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-20,2,2,172,31270,F15,148ED3832BE7,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-16,2,2,171,31270,F15,148ED3832BE7,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-24,2,2,67,31270,F15,148ED3832BE7,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-13,2,2,172,31270,F15,148ED3832BE7,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-22,2,2,172,31270,F15,148ED3832BE7,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-27,2,2,172,31270,F15,148ED3832BE7,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-30,2,2,171,31270,F15,148ED3832BE7,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-29,2,2,369,31262,F15,C58032039C54,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-17,2,2,365,31250,F15,ADAC5D538A8D,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-20,2,2,67,31252,F15,4D3253744A27,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-23,2,2,173,31268,F15,79BC092B18D4,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-30,2,2,372,31261,F15,A96D39767527,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-16,2,2,367,31252,F15,4D3253744A27,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-02,2,2,56,31250,F15,ADAC5D538A8D,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-24,2,2,367,31250,F15,ADAC5D538A8D,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-21,2,2,367,31252,F15,4D3253744A27,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-08,2,2,365,31252,F15,4D3253744A27,2014-10-20,CB Frota,GRALHA AZUL,Comum,2014,135,Nobel
2025-01-18,2,2,136,31269,F16,F128BD70A39E,2014-10-20,CB Frota,NAÇÕES I,Comum,2014,135,Nobel
2025-01-07,2,2,74,31252,F16,4D3253744A27,2014-10-20,CB Frota,NAÇÕES I,Comum,2014,135,Nobel
2025-01-14,2,2,118,31252,F16,4D3253744A27,2014-10-20,CB Frota,NAÇÕES I,Comum,2014,135,Nobel
2025-01-04,2,2,66,31269,F16,F128BD70A39E,2014-10-20,CB Frota,NAÇÕES I,Comum,2014,135,Nobel
2025-01-15,2,2,274,31269,F16,F128BD70A39E,2014-10-20,CB Frota,NAÇÕES I,Comum,2014,135,Nobel
2025-01-29,2,2,270,31252,F16,4D3253744A27,2014-10-20,CB Frota,NAÇÕES I,Comum,2014,135,Nobel
2025-01-31,2,2,193,31261,F16,A96D39767527,2014-10-20,CB Frota,NAÇÕES I,Comum,2014,135,Nobel
2025-01-14,2,2,83,31270,F16,148ED3832BE7,2014-10-20,CB Frota,NAÇÕES I,Comum,2014,135,Nobel
2025-01-30,2,2,249,31250,F16,ADAC5D538A8D,2014-10-20,CB Frota,NAÇÕES I,Comum,2014,135,Nobel
2025-01-27,2,2,54,31261,F16,A96D39767527,2014-10-20,CB Frota,NAÇÕES I,Comum,2014,135,Nobel
2025-01-28,2,2,250,31252,F16,4D3253744A27,2014-10-20,CB Frota,NAÇÕES I,Comum,2014,135,Nobel
2025-01-09,2,2,54,31270,F16,148ED3832BE7,2014-10-20,CB Frota,NAÇÕES I,Comum,2014,135,Nobel
