MANT001[Dtemissao],MANT001[DetalhesServiço],MANT001[OIDDocumento],MANT001[CodigoEmpresa],MANT001[DtSituacao],MANT001[HrSituacao],MANT001[DtOcorrencia],MANT001[HrOcorrencia],MANT001[Numero],MANT001[Turno],MANT001[DescriçãoDocumento],MANT001[TipoDocumento],MANT001[NomePessoaResposável],MANT001[SituaçãoDocumento],MANT001[OIDBem],MANT001[Descricao],MANT001[NomeEmpresa],MANT001[HoraInicio],MANT001[Ônibus]
2024-05-28,Quebra no Trajeto Volta,DD3668957D44,1,2024-06-13,15:07:14,2024-06-13,13:50:00,101851.0,Tarde,Ocorrência de Manutenção,Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,70782518C026,15426,Leblon,,15426
2024-05-10,no Terminal - por falha mecânica,08FA1EBF599D,1,2024-06-13,15:04:23,2024-06-13,00:00:00,101645.0,Noite,Ocorrência de Manutenção,Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,78F2121D68AE,15296,Leblon,,15296
2024-05-20,no Terminal - por falha mecânica,0D93F5B96797,1,2024-06-13,15:05:50,2024-06-13,08:15:00,101776.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Edilson Viana,Liquidado,1A96813857A6,15429,Leblon,,15429
2024-05-31,no Terminal - por falha mecânica,057F56A73A9D,2,2024-06-13,09:56:07,2024-06-13,18:25:00,60432.0,Noite,Ocorrência de Manutenção,Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,79BC092B18D4,31268,Nobel,,31268
2024-05-19,no Terminal - por falha mecânica,28608CF0F7DD,1,2024-06-13,15:05:38,2024-06-13,07:15:00,101771.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Silvonei Marcos Tedeschi,Liquidado,44085A28ABF6,15R01,Leblon,,15R01
2024-05-27,no Terminal - por falha mecânica,CF117945BB1A,1,2024-06-13,15:07:04,2024-06-13,06:38:00,101837.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Edilson Viana,Liquidado,5EDFF91D04F4,15419,Leblon,,15419
2024-05-27,no Terminal - por falha mecânica,EC09DBFBD37A,2,2024-06-13,09:51:54,2024-06-13,06:30:00,60398.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Edilson Viana,Liquidado,F906BA935025,31244,Nobel,,31244
2024-05-30,no Terminal - por falha mecânica,F05349C77967,1,2024-06-27,09:37:37,2024-06-13,10:15:00,101886.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Anderson Taborda,Liquidado,44085A28ABF6,15R01,Leblon,,15R01
2024-05-16,na Garagem por Veículo Parado Manutenção,050BFFF6A168,2,2024-06-13,09:50:34,2024-06-13,04:13:00,60330.0,Noite,Ocorrência de Manutenção,Ocorrência de Manutenção,Edilson Viana,Liquidado,6A6B1510ED10,31248,Nobel,,31248
2024-05-31,na Garagem por Veículo Parado Manutenção,5BADEF2F0878,2,2024-06-13,09:55:33,2024-06-13,05:00:00,60418.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Edilson Viana,Liquidado,F906BA935025,31244,Nobel,,31244
2024-05-01,na Garagem por falha mecânica,1F639FD0946F,1,2024-06-13,15:02:33,2024-06-13,04:43:00,101538.0,Noite,Ocorrência de Manutenção,Ocorrência de Manutenção,Silvonei Marcos Tedeschi,Liquidado,FD389182B544,15425,Leblon,,15425
2024-05-24,na Garagem por falha mecânica,562187EB17E2,1,2024-06-13,15:06:42,2024-06-13,05:22:00,101815.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Edilson Viana,Liquidado,C201F94B25DF,15416,Leblon,,15416
2024-05-02,na Garagem por falha mecânica,62CF1B41A70F,2,2024-06-13,09:48:19,2024-06-13,14:10:00,60194.0,Tarde,Ocorrência de Manutenção,Ocorrência de Manutenção,Francisco Mateus Machado Enns,Liquidado,7F9F609B6DF3,31042,Nobel,,31042
2024-05-05,na Garagem por falha mecânica,C49A219035AD,2,2024-06-13,09:48:48,2024-06-13,05:15:00,60223.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Silvonei Marcos Tedeschi,Liquidado,558531343F76,31264,Nobel,,31264
2024-05-22,na Garagem por falha mecânica,65484CEBA662,1,2024-06-13,15:06:30,2024-06-13,14:21:00,101809.0,Tarde,Ocorrência de Manutenção,Ocorrência de Manutenção,Daniel Moacir Lopes Alves,Liquidado,D9C0E4E34596,15R05,Leblon,,15R05
2024-05-29,na Garagem por falha mecânica,E312D66F512F,1,2024-06-13,15:07:49,2024-06-13,16:36:00,101887.0,Tarde,Ocorrência de Manutenção,Ocorrência de Manutenção,Daniel Moacir Lopes Alves,Liquidado,8F54110E545C,15R09,Leblon,,15R09
2024-05-08,Quebra no Trajeto Volta,4878BD51DF47,1,2024-06-13,15:03:38,2024-06-13,19:38:00,101620.0,Noite,"Ocorrência de Manutenção
 Estourou a mangueira do hidraulico do elevador",Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,7A49CF768FCD,15417,Leblon,,15417
2024-05-08,Quebra no Trajeto Ida,2016000625D9,2,2024-06-13,09:49:34,2024-06-13,17:15:00,60269.0,Tarde,"Ocorrência de Manutenção
Vazamento de água no radiador.",Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,558531343F76,31264,Nobel,,31264
2024-05-14,Quebra no Trajeto Ida,2DC82DA847DA,1,2024-05-15,09:22:36,2024-05-14,22:55:00,101732.0,Noite,"Vazamento de ar, proximo da tração.",Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,3F9ADDB15A11,15R02,Leblon,,15R02
2024-05-10,Quebra no Trajeto Ida,DD7EA1C69941,2,2024-06-13,09:49:51,2024-06-13,06:15:00,60283.0,Manhã,SOS  não engata Marchas,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,99C8A38951DA,31263,Nobel,,31263
2024-05-15,na Garagem por falha mecânica,110E0099E1C8,1,2024-06-13,15:04:48,2024-06-13,04:52:00,101733.0,Noite,"Ocorrência de Manutenção

Veículo sem partida",Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,6B34593FE1CB,15422,Leblon,,15422
2024-05-12,na Garagem por falha mecânica,C8AD1C0DD567,1,2024-06-13,15:04:32,2024-06-13,05:35:00,101666.0,Manhã,"Ocorrência de Manutenção
Regulagem do volante quebrada",Ocorrência de Manutenção,Guilherme Affonso Lemes,Liquidado,D9C0E4E34596,15R05,Leblon,,15R05
2024-05-07,Quebra no Trajeto Ida,4E98D76C21DA,1,2024-05-14,09:07:01,2024-05-07,20:00:00,101606.0,Noite,"Sistema de caixa de mudança, não engata marcha.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,6DC3A9E82B3B,15433,Leblon,,15433
2024-05-07,Quebra no Trajeto Ida,5DDE608D082D,2,2024-05-08,15:21:44,2024-05-07,23:20:00,60256.0,Noite,Embreagem endureceu.,Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,63542C5F1ED2,31057,Nobel,,31057
2024-05-24,Quebra no Trajeto Ida,B0A83076929C,2,2024-06-13,09:51:41,2024-06-13,18:35:00,60386.0,Noite,"Ocorrência de Manutenção
Carro com o grampo de mola do eixo trazeiro lado esquerdo quebrado.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,F906BA935025,31244,Nobel,,31244
2024-05-28,Quebra no Trajeto Ida,D27A0DCA5942,2,2024-05-29,15:58:05,2024-05-28,13:50:00,60406.0,Tarde,"Ocorrência de Manutenção
Elevador não desce.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,D1C210E4C7CD,31045,Nobel,,31045
2024-05-21,Quebra no Trajeto Volta,5E50C021761B,2,2024-05-22,08:51:15,2024-05-21,15:27:00,60363.0,Tarde,"Ocorrência de Manutenção
Carro com o elevador não funciona.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,C58032039C54,31262,Nobel,,31262
2024-05-22,Quebra no Trajeto Volta,D3D9AADFA706,2,2024-06-13,09:51:12,2024-06-13,17:10:00,60370.0,Tarde,"Ocorrência de Manutenção
Vazamento de óleo da direção hidraulica.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,F4849BCCAE17,31246,Nobel,,31246
2024-05-27,Quebra no Trajeto Volta,04F969B02140,1,2024-05-29,09:52:34,2024-05-27,18:05:00,101838.0,Noite,Carro baixou o ar e travou.,Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,AC2C23A117EC,15013,Leblon,,15013
2024-05-21,Quebra no Trajeto Volta,DB3BC3AD3151,1,2024-06-28,13:32:01,2024-06-13,21:30:00,101797.0,Noite,Carro endureceu embreagem.,Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,C2BC262AA70C,15004,Leblon,,15004
2024-05-07,Quebra no Trajeto Volta,E720F9209810,1,2024-05-08,11:11:19,2024-05-07,18:15:00,101602.0,Noite,"Ocorrência de Manutenção
Carro com o reservatório de água do sistema de arrefecimento vazio.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,08FE0AD45049,15415,Leblon,,15415
2024-05-14,Quebra no Trajeto Volta,E88876C06748,1,2024-05-21,09:44:03,2024-05-14,17:37:00,101726.0,Tarde,"Ocorrência de Manutenção
Carro cortando acelerração ascendendo a luz do pedal",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,CD310281FBC3,15428,Leblon,,15428
2024-05-24,Quebra no Trajeto Ida,9BA85698179E,2,2024-08-09,17:06:00,2024-08-07,04:27:00,60383.0,Noite,"Ocorrência de Manutenção

Barulho não identificado no motor",Ocorrência de Manutenção,Edilson Viana,Liquidado,5AB3B70E8916,31247,Nobel,,31247
2024-05-21,Quebra no Trajeto Ida,6974E25262BD,1,2024-05-21,10:09:31,2024-05-21,07:24:00,101792.0,Manhã,"Ocorrência de Manutenção

Veículo não engata as marchas",Ocorrência de Manutenção,Edilson Viana,Liquidado,FC4AB773A7D5,15006,Leblon,,15006
2024-05-17,Quebra no Trajeto Ida,9A700989A362,2,2024-06-13,09:50:43,2024-06-13,05:10:00,60340.0,Manhã,"Ocorrência de Manutenção

Veículo fraco e cortando aceleração",Ocorrência de Manutenção,Edilson Viana,Liquidado,99C8A38951DA,31263,Nobel,,31263
2024-05-29,Quebra no Trajeto Ida,BA39BA330937,2,2024-06-13,09:55:37,2024-06-13,05:15:00,60409.0,Manhã,"Ocorrência de Manutenção

Veículo não engata as marchas",Ocorrência de Manutenção,Edilson Viana,Liquidado,99C8A38951DA,31263,Nobel,,31263
2024-05-23,Quebra no Trajeto Ida,E62A23D61B07,2,2024-05-23,15:31:47,2024-05-23,05:17:00,60372.0,Manhã,"Ocorrência de Manutenção

Veículo acendeu luz de falha no painel e cortou aceleração",Ocorrência de Manutenção,Edilson Viana,Liquidado,F4849BCCAE17,31246,Nobel,,31246
2024-05-31,Quebra no Trajeto Volta,8ED836233B74,2,2024-06-11,15:30:28,2024-06-11,06:00:00,60423.0,Manhã,"Ocorrência de Manutenção

Baixou ponteiro da pressão do óleo",Ocorrência de Manutenção,Edilson Viana,Liquidado,24B6EF640108,31266,Nobel,,31266
2024-05-25,Quebra no Trajeto Volta,A8203431B7A1,1,2024-05-27,10:04:41,2024-05-25,07:10:00,101830.0,Manhã,"Ocorrência de Manutenção

Vazamento de diesel debaixo do motor",Ocorrência de Manutenção,Edilson Viana,Liquidado,44085A28ABF6,15R01,Leblon,,15R01
2024-05-20,no Terminal - pneu,BDC5A2B15047,2,2024-06-13,09:50:55,2024-06-13,04:29:00,60357.0,Noite,"Ocorrência de Manutenção

Pneu tras. D Int. furado",Ocorrência de Manutenção,Edilson Viana,Liquidado,1D6F6A98B5FA,31271,Nobel,,31271
2024-05-17,na Garagem por falha mecânica,35EA9BB658A4,2,2024-06-13,09:50:39,2024-06-13,04:20:00,60339.0,Noite,"Ocorrência de Manutenção

Veículo sem partida",Ocorrência de Manutenção,Edilson Viana,Liquidado,C58032039C54,31262,Nobel,,31262
2024-05-31,na Garagem por falha mecânica,6247BF600FFB,2,2024-06-13,13:10:41,2024-06-13,04:29:00,60419.0,Noite,"Ocorrência de Manutenção

Pisca do lado esquerdo está ligado direto",Ocorrência de Manutenção,Edilson Viana,Liquidado,F128BD70A39E,31269,Nobel,,31269
2024-05-29,na Garagem por falha mecânica,EA131CB8F805,2,2024-06-13,13:09:57,2024-06-13,04:30:00,60408.0,Noite,"Ocorrência de Manutenção

Itinerário não funciona",Ocorrência de Manutenção,Edilson Viana,Liquidado,D1C210E4C7CD,31045,Nobel,,31045
2024-05-20,na Garagem por falha mecânica,2D08F9ABE7E2,1,2024-06-13,15:05:41,2024-06-13,04:54:00,101773.0,Noite,"Ocorrência de Manutenção

Itinerário frontal não muda a linha",Ocorrência de Manutenção,Edilson Viana,Liquidado,2352EB2CD17D,15015,Leblon,,15015
2024-05-20,na Garagem por falha mecânica,359ADC5B57B2,1,2024-06-13,15:05:47,2024-06-13,06:29:00,101775.0,Manhã,"Ocorrência de Manutenção

Pino de segurança acionando antes da rampa recolher.",Ocorrência de Manutenção,Edilson Viana,Liquidado,3F9ADDB15A11,15R02,Leblon,,15R02
2024-05-22,na Garagem por falha mecânica,3F951269F46A,1,2024-06-13,15:06:18,2024-06-13,06:29:00,101799.0,Manhã,"Ocorrência de Manutenção

Veículo com vazamento de água",Ocorrência de Manutenção,Edilson Viana,Liquidado,D9C0E4E34596,15R05,Leblon,,15R05
2024-05-20,na Garagem por falha mecânica,493267C19C8F,1,2024-06-13,15:05:44,2024-06-13,06:03:00,101774.0,Manhã,"Ocorrência de Manutenção

Vazamento de ar na porta 1 L D",Ocorrência de Manutenção,Edilson Viana,Liquidado,D9C0E4E34596,15R05,Leblon,,15R05
2024-05-29,na Garagem por falha mecânica,C7A61F16938B,1,2024-06-13,15:07:34,2024-06-13,05:10:00,101867.0,Manhã,"Ocorrência de Manutenção

Uma folha não fecha",Ocorrência de Manutenção,Edilson Viana,Liquidado,73532BD0386B,15438,Leblon,,15438
2024-05-31,na Garagem por falha mecânica,DC68FE062E57,1,2024-07-02,11:07:16,2024-07-02,05:46:00,101906.0,Manhã,"Ocorrência de Manutenção

Sensor do ABS com falha ativa",Ocorrência de Manutenção,Edilson Viana,Liquidado,70782518C026,15426,Leblon,,15426
2024-05-29,na Garagem por falha mecânica,E082C67BD612,1,2024-06-27,09:37:41,2024-06-13,05:19:00,101866.0,Manhã,"Ocorrência de Manutenção

Rampa da porta 2 L E não sobe quando fecha a porta.",Ocorrência de Manutenção,Edilson Viana,Liquidado,8F54110E545C,15R09,Leblon,,15R09
2024-05-20,no Terminal - por falha mecânica,9E0721EB1682,1,2024-06-27,09:37:57,2024-06-13,12:04:00,101782.0,Tarde,"Ocorrência de Manutenção

Elevador enroscando, não recolhe totalmente.",Ocorrência de Manutenção,Edilson Viana,Liquidado,70782518C026,15426,Leblon,,15426
2024-05-28,no Terminal - por falha mecânica,18716939D4A6,1,2024-06-27,09:37:45,2024-06-13,06:57:00,101841.0,Manhã,"Ocorrência de Manutenção

Rampa da porta 1 L E enroscando",Ocorrência de Manutenção,Edilson Viana,Liquidado,8F54110E545C,15R09,Leblon,,15R09
2024-05-16,no Terminal - por falha mecânica,47F699ECA29D,1,2024-06-13,15:05:21,2024-06-13,06:57:00,101754.0,Manhã,"Ocorrência de Manutenção

Suspensão da tração L D baixando com veículo em movimento",Ocorrência de Manutenção,Edilson Viana,Liquidado,8F54110E545C,15R09,Leblon,,15R09
2024-05-16,no Terminal - por falha mecânica,6C7AC860BBF4,1,2024-06-13,15:05:26,2024-06-13,11:20:00,101756.0,Manhã,"Ocorrência de Manutenção

Porta 2 L E não funciona",Ocorrência de Manutenção,Edilson Viana,Liquidado,8D164FCD0E1C,15R11,Leblon,,15R11
2024-05-22,no Terminal - por falha mecânica,994FA9C78696,1,2024-06-13,15:06:21,2024-06-13,10:50:00,101800.0,Manhã,"Ocorrência de Manutenção

Acendendo a luz de falha no motor e cortando aceleração",Ocorrência de Manutenção,Edilson Viana,Liquidado,20FBAA65C429,15427,Leblon,,15427
2024-05-23,no Terminal - por falha mecânica,D7ED5382CBCC,1,2024-06-13,15:06:33,2024-06-13,10:10:00,101810.0,Manhã,"Ocorrência de Manutenção

Elevador enroscando ao recolher",Ocorrência de Manutenção,Edilson Viana,Liquidado,70782518C026,15426,Leblon,,15426
2024-05-16,no Terminal - por falha mecânica,1CFE1EEB4A93,2,2024-06-13,09:50:37,2024-06-13,06:24:00,60333.0,Manhã,"Ocorrência de Manutenção

Veículo perdendo a forca e apagando.",Ocorrência de Manutenção,Edilson Viana,Liquidado,99C8A38951DA,31263,Nobel,,31263
2024-05-27,no Terminal - por falha mecânica,2E90F17AC87D,2,2024-06-13,09:51:52,2024-06-13,07:07:00,60396.0,Manhã,"Ocorrência de Manutenção

Itinerário em curto circuito",Ocorrência de Manutenção,Edilson Viana,Liquidado,2B9B7AD194EA,31038,Nobel,,31038
2024-05-29,no Terminal - por falha mecânica,D2E6DFD201E1,2,2024-06-13,09:55:35,2024-06-13,10:10:00,60410.0,Manhã,"Ocorrência de Manutenção

Veículo fazendo barulho estranho, perde a força e corta aceleração",Ocorrência de Manutenção,Edilson Viana,Liquidado,33E0C86024C5,31050,Nobel,,31050
2024-05-23,no Terminal - por falha mecânica,DD504E7CE712,2,2024-06-13,09:51:14,2024-06-13,11:42:00,60374.0,Manhã,"Ocorrência de Manutenção

Veículo por várias vezes não engata as marchas",Ocorrência de Manutenção,Edilson Viana,Liquidado,514B808FE9DA,31053,Nobel,,31053
2024-05-28,no Terminal - por falha mecânica,FDB133D12995,2,2024-06-13,09:52:02,2024-06-13,10:11:00,60405.0,Manhã,"Ocorrência de Manutenção

Porta 1 não está travando no batente e passa pra fora",Ocorrência de Manutenção,Edilson Viana,Liquidado,3025E118F383,31265,Nobel,,31265
2024-05-04,no Terminal - por falha mecânica,09A2084AD546,2,2024-06-13,09:48:40,2024-06-13,08:23:00,60216.0,Manhã,"Ocorrência de Manutenção
Roda traseira lado esquerdo fumaciando e cheirando lona queimada",Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,47D5AB8B4A53,31063,Nobel,,31063
2024-05-07,no Terminal - por falha mecânica,153213E22C5E,2,2024-06-13,09:49:04,2024-06-13,08:10:00,60238.0,Manhã,Acendendo luz do Modulo no Painel cortando aceleração,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,2B9B7AD194EA,31038,Nobel,,31038
2024-05-04,no Terminal - por falha mecânica,BE9A1B096823,1,2024-06-13,15:03:09,2024-06-13,10:32:00,101573.0,Manhã,"Ocorrência de Manutenção
 Bolsa de ar furada",Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,20FBAA65C429,15427,Leblon,,15427
2024-05-04,no Terminal - por falha mecânica,5DE197B43C6A,2,2024-06-13,09:48:45,2024-06-13,17:12:00,60222.0,Tarde,carro esta travando as portas traseiras demorando muito para fechar,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,BC076688D239,31054,Nobel,,31054
2024-05-04,no Terminal - por falha mecânica,45BBAFB07259,1,2024-06-13,15:03:11,2024-06-13,18:34:00,101575.0,Noite,carro não sobe a suspensão dianteira enroscando ao entrar na rapida,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,2F5F8BE8F980,15599,Leblon,,15599
2024-05-17,no Terminal - por falha mecânica,A1E56FD7063A,1,2024-06-13,15:05:32,2024-06-13,21:25:00,101768.0,Noite,"Porta 2, lado direito não está abrindo.",Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,3F9ADDB15A11,15R02,Leblon,,15R02
2024-05-08,no Terminal - por falha mecânica,E72E611CD4FF,2,2024-06-13,09:49:37,2024-06-13,18:50:00,60271.0,Noite,"Ocorrência de Manutenção
 Carro cortando aceleração, devido falta de arla",Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,63542C5F1ED2,31057,Nobel,,31057
2024-05-12,no Terminal - por falha mecânica,02C2C378C9A3,2,2024-06-13,09:50:13,2024-06-13,21:20:00,60314.0,Noite,"Ocorrência de Manutenção
Itinerario parou de funcionar",Ocorrência de Manutenção,Anderson Taborda,Liquidado,6434BEA0C045,31055,Nobel,,31055
2024-05-12,no Terminal - por falha mecânica,EB8842F89B9A,2,2024-06-13,09:50:08,2024-06-13,08:35:00,60312.0,Manhã,"Ocorrência de Manutenção
Faról LE queimado",Ocorrência de Manutenção,Anderson Taborda,Liquidado,63542C5F1ED2,31057,Nobel,,31057
2024-05-30,no Terminal - por falha mecânica,FAAEC6C9B8C7,1,2024-06-27,09:37:39,2024-06-13,09:50:00,101885.0,Manhã,base Batedor da sanfona (parte interna) Quebrada,Ocorrência de Manutenção,Anderson Taborda,Liquidado,FD389182B544,15425,Leblon,,15425
2024-05-11,no Terminal - por falha mecânica,24E44E27AAB7,1,2024-06-13,15:04:29,2024-06-13,15:58:00,101653.0,Tarde,"Ocorrência de Manutenção
Veículo com Vazamento de Ar na mangueira que vai no pistão da Porta 03.",Ocorrência de Manutenção,Vinicius Meassi Alfonso,Liquidado,CD310281FBC3,15428,Leblon,,15428
2024-05-26,no Terminal - por falha mecânica,7A4BD62EAC18,1,2024-06-27,09:37:47,2024-06-13,05:54:00,101834.0,Manhã,"Ocorrência de Manutenção
Vazamento de óleo motor",Ocorrência de Manutenção,Guilherme Affonso Lemes,Liquidado,20FBAA65C429,15427,Leblon,,15427
2024-05-18,no Terminal - por falha mecânica,A08FA7B16E26,1,2024-06-13,15:05:35,2024-06-13,14:30:00,101770.0,Tarde,"Vazamento de Oleo, pingando no escapamento, levantando Fumaça Branca, cheiro Forte ao redor do Veículo.",Ocorrência de Manutenção,Vinicius Meassi Alfonso,Liquidado,2F5F8BE8F980,15599,Leblon,,15599
2024-05-02,no Terminal - por falha mecânica,47E2AFB46EF9,1,2024-06-13,15:02:47,2024-06-13,11:40:00,101552.0,Manhã,"Ocorrência de Manutenção
Engate rapido da porta 3 lado esquerdo vazando ar.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,44085A28ABF6,15R01,Leblon,,15R01
2024-05-02,no Terminal - por falha mecânica,6602435C92F5,1,2024-06-13,15:02:52,2024-06-13,18:42:00,101559.0,Noite,"Ocorrência de Manutenção

Caiu a janela lateral esquerda",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,2F5F8BE8F980,15599,Leblon,,15599
2024-05-21,no Terminal - por falha mecânica,CA7C45FAF101,1,2024-06-13,15:06:09,2024-06-13,18:23:00,101796.0,Noite,"Ocorrência de Manutenção
Itinerario apagado.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,C201F94B25DF,15416,Leblon,,15416
2024-05-22,no Terminal - por falha mecânica,E35FAF0F5C7A,1,2024-06-13,15:06:27,2024-06-13,18:42:00,101805.0,Noite,"Ocorrência de Manutenção
Porta 2 não fecha, travando o carro.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,2F5F8BE8F980,15599,Leblon,,15599
2024-05-08,no Terminal - por falha mecânica,014FFA63E1CB,1,2024-06-13,15:03:32,2024-06-13,13:50:00,101615.0,Tarde,"Ocorrência de Manutenção
Degrau da escada enroscando quando o elevador vai descer.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,70782518C026,15426,Leblon,,15426
2024-05-06,no Terminal - por falha mecânica,0A42A3B7F180,1,2024-06-13,15:03:20,2024-06-13,17:15:00,101586.0,Tarde,"Ocorrência de Manutenção
Campainha não funciona.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,D24753AA5B9A,15298,Leblon,,15298
2024-05-28,no Terminal - por falha mecânica,1893F244EFCD,1,2024-06-27,09:37:43,2024-06-13,17:30:00,101860.0,Tarde,"Ocorrência de Manutenção
Carro acusou temperatura alta no painel.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,86D0A912106A,15R10,Leblon,,15R10
2024-05-23,no Terminal - por falha mecânica,291BFE685DAD,1,2024-06-13,15:06:39,2024-06-13,16:19:00,101813.0,Tarde,"Ocorrência de Manutenção
Vazamento de água do reservatório do radiador.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,1BF100F82863,15423,Leblon,,15423
2024-05-28,no Terminal - por falha mecânica,4A33FAE236B0,1,2024-06-13,15:07:12,2024-06-13,13:30:00,101850.0,Tarde,"Ocorrência de Manutenção
Tacografo não está funcionando",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,2F5F8BE8F980,15599,Leblon,,15599
2024-05-24,no Terminal - por falha mecânica,597A396A377A,1,2024-06-27,09:37:50,2024-06-13,14:50:00,101824.0,Tarde,"Ocorrência de Manutenção
Carro cortando a aceleração.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,A16B672A9DEB,15M70,Leblon,,15M70
2024-05-08,no Terminal - por falha mecânica,63BC75E6E15E,1,2024-06-13,15:03:35,2024-06-13,14:02:00,101616.0,Tarde,"Ocorrência de Manutenção
Carro ruim de embreagem.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,C2BC262AA70C,15004,Leblon,,15004
2024-05-02,no Terminal - por falha mecânica,60A5A2A3803B,1,2024-06-13,15:02:50,2024-06-13,16:38:00,101558.0,Tarde,"Ocorrência de Manutenção
Porta 2 lado esquerdo abre e não sobe a plataforma.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,4475CAD3906D,15R13,Leblon,,15R13
2024-05-14,no Terminal - por falha mecânica,81363295ABC4,1,2024-06-13,15:04:45,2024-06-13,17:30:00,101727.0,Tarde,"Ocorrência de Manutenção
Barulho no motor do limpador de para brisa.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,86D0A912106A,15R10,Leblon,,15R10
2024-05-20,no Terminal - por falha mecânica,A66CE48DF6EC,1,2024-06-13,15:06:06,2024-06-13,16:53:00,101783.0,Tarde,"Ocorrência de Manutenção
Tacografo não está registrando a velocidade.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,D329B61E90DF,15430,Leblon,,15430
2024-05-10,no Terminal - por falha mecânica,B222ADA3D8AC,1,2024-06-13,15:04:20,2024-06-13,12:58:00,101642.0,Tarde,"Ocorrência de Manutenção
Carro ruim de embreagem, tem hora que não engata .",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,C2BC262AA70C,15004,Leblon,,15004
2024-05-23,no Terminal - por falha mecânica,E190DA9C14A3,1,2024-06-13,15:06:36,2024-06-13,15:28:00,101811.0,Tarde,"Ocorrência de Manutenção
Carro abrindo abrindo a última porta sozinho.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,2F5F8BE8F980,15599,Leblon,,15599
2024-05-22,no Terminal - por falha mecânica,F58FA472A833,1,2024-06-13,15:06:24,2024-06-13,12:58:00,101801.0,Tarde,"Ocorrência de Manutenção
Elevador enroscando a rampinha que segura o cadeirante quando vc desce",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,35D610DB67E5,15297,Leblon,,15297
2024-05-31,no Terminal - por falha mecânica,EEADDB40FF3A,1,2024-06-27,09:37:29,2024-06-13,14:10:00,101913.0,Tarde,"Ocorrência de Manutenção
Vazamento no cubo da roda tração lado direito.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,1A96813857A6,15429,Leblon,,15429
2024-05-07,no Terminal - por falha mecânica,39681282C130,2,2024-06-13,09:49:18,2024-06-13,21:00:00,60253.0,Noite,Carro cortando aceleração.(foi reiniciado 3 vezes),Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,148ED3832BE7,31270,Nobel,,31270
2024-05-21,no Terminal - por falha mecânica,53BBEA810B56,2,2024-06-13,09:51:07,2024-06-13,21:00:00,60364.0,Noite,Carro perde a força e volta.,Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,558531343F76,31264,Nobel,,31264
